id,source,relation,target,properties_json
edge:0220,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:infa_2021_zhoushan,{}
edge:0221,case:C3-infa_2021_zhoushan-S20260830,DERIVED_FROM_AUTHORITY,authority-record:infa_2021_zhoushan,"{""c3_order"": 6, ""source_case_index"": 11}"
edge:0222,event-library:github43,CONTAINS_EVENT,github-event:infa_2021_zhoushan,{}
edge:0223,github-event:infa_2021_zhoushan,MAPPED_TO,case:C3-infa_2021_zhoushan-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0224,case:C3-infa_2021_zhoushan-S20260830,EVIDENCED_BY,evidence-bundle:C3-infa_2021_zhoushan-S20260830,{}
edge:0225,evidence-bundle:C3-infa_2021_zhoushan-S20260830,BINDS_AUTHORITY,authority-record:infa_2021_zhoushan,{}
edge:0226,evidence-bundle:C3-infa_2021_zhoushan-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0227,case:C3-infa_2021_zhoushan-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0228,case:C3-infa_2021_zhoushan-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0229,case:C3-infa_2021_zhoushan-S20260830,HAS_RESPONSE_STATE,response:C3-infa_2021_zhoushan-S20260830,{}
edge:0230,case:C3-infa_2021_zhoushan-S20260830,HAS_AGENT_TRACE,trace:C3-infa_2021_zhoushan-S20260830,{}
edge:0231,legacy-result:infa_2021_zhoushan,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0232,legacy-result:infa_2021_zhoushan,PROVENANCE_ONLY,case:C3-infa_2021_zhoushan-S20260830,"{""numerical_value_transfer"": false}"
edge:0233,trace:C3-infa_2021_zhoushan-S20260830,HAS_STEP,decision:C3-infa_2021_zhoushan-S20260830:1,"{""step"": 1}"
edge:0234,decision:C3-infa_2021_zhoushan-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0235,trace:C3-infa_2021_zhoushan-S20260830,HAS_STEP,decision:C3-infa_2021_zhoushan-S20260830:2,"{""step"": 2}"
edge:0236,decision:C3-infa_2021_zhoushan-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0237,decision:C3-infa_2021_zhoushan-S20260830:1,NEXT_STEP,decision:C3-infa_2021_zhoushan-S20260830:2,{}
edge:0238,trace:C3-infa_2021_zhoushan-S20260830,HAS_STEP,decision:C3-infa_2021_zhoushan-S20260830:3,"{""step"": 3}"
edge:0239,decision:C3-infa_2021_zhoushan-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0240,decision:C3-infa_2021_zhoushan-S20260830:2,NEXT_STEP,decision:C3-infa_2021_zhoushan-S20260830:3,{}
edge:0241,trace:C3-infa_2021_zhoushan-S20260830,HAS_STEP,decision:C3-infa_2021_zhoushan-S20260830:4,"{""step"": 4}"
edge:0242,decision:C3-infa_2021_zhoushan-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0243,decision:C3-infa_2021_zhoushan-S20260830:3,NEXT_STEP,decision:C3-infa_2021_zhoushan-S20260830:4,{}
edge:0244,project:C3-43KG,HAS_CASE,case:C3-doksuri_2023_jinjiang-S20260830,{}
edge:0245,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:doksuri_2023_jinjiang,{}
edge:0246,case:C3-doksuri_2023_jinjiang-S20260830,DERIVED_FROM_AUTHORITY,authority-record:doksuri_2023_jinjiang,"{""c3_order"": 7, ""source_case_index"": 12}"
edge:0247,event-library:github43,CONTAINS_EVENT,github-event:doksuri_2023_jinjiang,{}
edge:0248,github-event:doksuri_2023_jinjiang,MAPPED_TO,case:C3-doksuri_2023_jinjiang-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0249,case:C3-doksuri_2023_jinjiang-S20260830,EVIDENCED_BY,evidence-bundle:C3-doksuri_2023_jinjiang-S20260830,{}
edge:0250,evidence-bundle:C3-doksuri_2023_jinjiang-S20260830,BINDS_AUTHORITY,authority-record:doksuri_2023_jinjiang,{}
edge:0251,evidence-bundle:C3-doksuri_2023_jinjiang-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0252,case:C3-doksuri_2023_jinjiang-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0253,case:C3-doksuri_2023_jinjiang-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0254,case:C3-doksuri_2023_jinjiang-S20260830,HAS_RESPONSE_STATE,response:C3-doksuri_2023_jinjiang-S20260830,{}
edge:0255,case:C3-doksuri_2023_jinjiang-S20260830,HAS_AGENT_TRACE,trace:C3-doksuri_2023_jinjiang-S20260830,{}
edge:0256,legacy-result:doksuri_2023_jinjiang,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0257,legacy-result:doksuri_2023_jinjiang,PROVENANCE_ONLY,case:C3-doksuri_2023_jinjiang-S20260830,"{""numerical_value_transfer"": false}"
edge:0258,trace:C3-doksuri_2023_jinjiang-S20260830,HAS_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:1,"{""step"": 1}"
edge:0259,decision:C3-doksuri_2023_jinjiang-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0260,trace:C3-doksuri_2023_jinjiang-S20260830,HAS_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:2,"{""step"": 2}"
edge:0261,decision:C3-doksuri_2023_jinjiang-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0262,decision:C3-doksuri_2023_jinjiang-S20260830:1,NEXT_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:2,{}
edge:0263,trace:C3-doksuri_2023_jinjiang-S20260830,HAS_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:3,"{""step"": 3}"
edge:0264,decision:C3-doksuri_2023_jinjiang-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0265,decision:C3-doksuri_2023_jinjiang-S20260830:2,NEXT_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:3,{}
edge:0266,trace:C3-doksuri_2023_jinjiang-S20260830,HAS_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:4,"{""step"": 4}"
edge:0267,decision:C3-doksuri_2023_jinjiang-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0268,decision:C3-doksuri_2023_jinjiang-S20260830:3,NEXT_STEP,decision:C3-doksuri_2023_jinjiang-S20260830:4,{}
edge:0269,project:C3-43KG,HAS_CASE,case:C3-meranti_2016_peak-S20260830,{}
edge:0270,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:meranti_2016_peak,{}
edge:0271,case:C3-meranti_2016_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:meranti_2016_peak,"{""c3_order"": 8, ""source_case_index"": 14}"
edge:0272,event-library:github43,CONTAINS_EVENT,github-event:meranti_2016_peak,{}
edge:0273,github-event:meranti_2016_peak,MAPPED_TO,case:C3-meranti_2016_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0274,case:C3-meranti_2016_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-meranti_2016_peak-S20260830,{}
edge:0275,evidence-bundle:C3-meranti_2016_peak-S20260830,BINDS_AUTHORITY,authority-record:meranti_2016_peak,{}
edge:0276,evidence-bundle:C3-meranti_2016_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0277,case:C3-meranti_2016_peak-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0278,case:C3-meranti_2016_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0279,case:C3-meranti_2016_peak-S20260830,HAS_RESPONSE_STATE,response:C3-meranti_2016_peak-S20260830,{}
edge:0280,case:C3-meranti_2016_peak-S20260830,HAS_AGENT_TRACE,trace:C3-meranti_2016_peak-S20260830,{}
edge:0281,legacy-result:meranti_2016_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0282,legacy-result:meranti_2016_peak,PROVENANCE_ONLY,case:C3-meranti_2016_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0283,trace:C3-meranti_2016_peak-S20260830,HAS_STEP,decision:C3-meranti_2016_peak-S20260830:1,"{""step"": 1}"
edge:0284,decision:C3-meranti_2016_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0285,trace:C3-meranti_2016_peak-S20260830,HAS_STEP,decision:C3-meranti_2016_peak-S20260830:2,"{""step"": 2}"
edge:0286,decision:C3-meranti_2016_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0287,decision:C3-meranti_2016_peak-S20260830:1,NEXT_STEP,decision:C3-meranti_2016_peak-S20260830:2,{}
edge:0288,trace:C3-meranti_2016_peak-S20260830,HAS_STEP,decision:C3-meranti_2016_peak-S20260830:3,"{""step"": 3}"
edge:0289,decision:C3-meranti_2016_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0290,decision:C3-meranti_2016_peak-S20260830:2,NEXT_STEP,decision:C3-meranti_2016_peak-S20260830:3,{}
edge:0291,trace:C3-meranti_2016_peak-S20260830,HAS_STEP,decision:C3-meranti_2016_peak-S20260830:4,"{""step"": 4}"
edge:0292,decision:C3-meranti_2016_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0293,decision:C3-meranti_2016_peak-S20260830:3,NEXT_STEP,decision:C3-meranti_2016_peak-S20260830:4,{}
edge:0294,project:C3-43KG,HAS_CASE,case:C3-haiyan_2013_peak-S20260830,{}
edge:0295,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:haiyan_2013_peak,{}
edge:0296,case:C3-haiyan_2013_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:haiyan_2013_peak,"{""c3_order"": 9, ""source_case_index"": 13}"
edge:0297,event-library:github43,CONTAINS_EVENT,github-event:haiyan_2013_peak,{}
edge:0298,github-event:haiyan_2013_peak,MAPPED_TO,case:C3-haiyan_2013_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0299,case:C3-haiyan_2013_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-haiyan_2013_peak-S20260830,{}
edge:0300,evidence-bundle:C3-haiyan_2013_peak-S20260830,BINDS_AUTHORITY,authority-record:haiyan_2013_peak,{}
edge:0301,evidence-bundle:C3-haiyan_2013_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0302,case:C3-haiyan_2013_peak-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0303,case:C3-haiyan_2013_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0304,case:C3-haiyan_2013_peak-S20260830,HAS_RESPONSE_STATE,response:C3-haiyan_2013_peak-S20260830,{}
edge:0305,case:C3-haiyan_2013_peak-S20260830,HAS_AGENT_TRACE,trace:C3-haiyan_2013_peak-S20260830,{}
edge:0306,legacy-result:haiyan_2013_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0307,legacy-result:haiyan_2013_peak,PROVENANCE_ONLY,case:C3-haiyan_2013_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0308,trace:C3-haiyan_2013_peak-S20260830,HAS_STEP,decision:C3-haiyan_2013_peak-S20260830:1,"{""step"": 1}"
edge:0309,decision:C3-haiyan_2013_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0310,trace:C3-haiyan_2013_peak-S20260830,HAS_STEP,decision:C3-haiyan_2013_peak-S20260830:2,"{""step"": 2}"
edge:0311,decision:C3-haiyan_2013_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0312,decision:C3-haiyan_2013_peak-S20260830:1,NEXT_STEP,decision:C3-haiyan_2013_peak-S20260830:2,{}
edge:0313,trace:C3-haiyan_2013_peak-S20260830,HAS_STEP,decision:C3-haiyan_2013_peak-S20260830:3,"{""step"": 3}"
edge:0314,decision:C3-haiyan_2013_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0315,decision:C3-haiyan_2013_peak-S20260830:2,NEXT_STEP,decision:C3-haiyan_2013_peak-S20260830:3,{}
edge:0316,trace:C3-haiyan_2013_peak-S20260830,HAS_STEP,decision:C3-haiyan_2013_peak-S20260830:4,"{""step"": 4}"
edge:0317,decision:C3-haiyan_2013_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0318,decision:C3-haiyan_2013_peak-S20260830:3,NEXT_STEP,decision:C3-haiyan_2013_peak-S20260830:4,{}
edge:0319,project:C3-43KG,HAS_CASE,case:C3-mangkhut_2018_peak-S20260830,{}
edge:0320,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:mangkhut_2018_peak,{}
edge:0321,case:C3-mangkhut_2018_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:mangkhut_2018_peak,"{""c3_order"": 10, ""source_case_index"": 17}"
edge:0322,event-library:github43,CONTAINS_EVENT,github-event:mangkhut_2018_peak,{}
edge:0323,github-event:mangkhut_2018_peak,MAPPED_TO,case:C3-mangkhut_2018_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0324,case:C3-mangkhut_2018_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-mangkhut_2018_peak-S20260830,{}
edge:0325,evidence-bundle:C3-mangkhut_2018_peak-S20260830,BINDS_AUTHORITY,authority-record:mangkhut_2018_peak,{}
edge:0326,evidence-bundle:C3-mangkhut_2018_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0327,case:C3-mangkhut_2018_peak-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0328,case:C3-mangkhut_2018_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0329,case:C3-mangkhut_2018_peak-S20260830,HAS_RESPONSE_STATE,response:C3-mangkhut_2018_peak-S20260830,{}
edge:0330,case:C3-mangkhut_2018_peak-S20260830,HAS_AGENT_TRACE,trace:C3-mangkhut_2018_peak-S20260830,{}
edge:0331,legacy-result:mangkhut_2018_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0332,legacy-result:mangkhut_2018_peak,PROVENANCE_ONLY,case:C3-mangkhut_2018_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0333,trace:C3-mangkhut_2018_peak-S20260830,HAS_STEP,decision:C3-mangkhut_2018_peak-S20260830:1,"{""step"": 1}"
edge:0334,decision:C3-mangkhut_2018_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0335,trace:C3-mangkhut_2018_peak-S20260830,HAS_STEP,decision:C3-mangkhut_2018_peak-S20260830:2,"{""step"": 2}"
edge:0336,decision:C3-mangkhut_2018_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0337,decision:C3-mangkhut_2018_peak-S20260830:1,NEXT_STEP,decision:C3-mangkhut_2018_peak-S20260830:2,{}
edge:0338,trace:C3-mangkhut_2018_peak-S20260830,HAS_STEP,decision:C3-mangkhut_2018_peak-S20260830:3,"{""step"": 3}"
edge:0339,decision:C3-mangkhut_2018_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0340,decision:C3-mangkhut_2018_peak-S20260830:2,NEXT_STEP,decision:C3-mangkhut_2018_peak-S20260830:3,{}
edge:0341,trace:C3-mangkhut_2018_peak-S20260830,HAS_STEP,decision:C3-mangkhut_2018_peak-S20260830:4,"{""step"": 4}"
edge:0342,decision:C3-mangkhut_2018_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0343,decision:C3-mangkhut_2018_peak-S20260830:3,NEXT_STEP,decision:C3-mangkhut_2018_peak-S20260830:4,{}
edge:0344,project:C3-43KG,HAS_CASE,case:C3-tip_1979_peak-S20260830,{}
edge:0345,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:tip_1979_peak,{}
edge:0346,case:C3-tip_1979_peak-S20260830,DERIVED_FROM_AUTHORITY,authority-record:tip_1979_peak,"{""c3_order"": 11, ""source_case_index"": 16}"
edge:0347,event-library:github43,CONTAINS_EVENT,github-event:tip_1979_peak,{}
edge:0348,github-event:tip_1979_peak,MAPPED_TO,case:C3-tip_1979_peak-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0349,case:C3-tip_1979_peak-S20260830,EVIDENCED_BY,evidence-bundle:C3-tip_1979_peak-S20260830,{}
edge:0350,evidence-bundle:C3-tip_1979_peak-S20260830,BINDS_AUTHORITY,authority-record:tip_1979_peak,{}
edge:0351,evidence-bundle:C3-tip_1979_peak-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0352,case:C3-tip_1979_peak-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0353,case:C3-tip_1979_peak-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0354,case:C3-tip_1979_peak-S20260830,HAS_RESPONSE_STATE,response:C3-tip_1979_peak-S20260830,{}
edge:0355,case:C3-tip_1979_peak-S20260830,HAS_AGENT_TRACE,trace:C3-tip_1979_peak-S20260830,{}
edge:0356,legacy-result:tip_1979_peak,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0357,legacy-result:tip_1979_peak,PROVENANCE_ONLY,case:C3-tip_1979_peak-S20260830,"{""numerical_value_transfer"": false}"
edge:0358,trace:C3-tip_1979_peak-S20260830,HAS_STEP,decision:C3-tip_1979_peak-S20260830:1,"{""step"": 1}"
edge:0359,decision:C3-tip_1979_peak-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0360,trace:C3-tip_1979_peak-S20260830,HAS_STEP,decision:C3-tip_1979_peak-S20260830:2,"{""step"": 2}"
edge:0361,decision:C3-tip_1979_peak-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0362,decision:C3-tip_1979_peak-S20260830:1,NEXT_STEP,decision:C3-tip_1979_peak-S20260830:2,{}
edge:0363,trace:C3-tip_1979_peak-S20260830,HAS_STEP,decision:C3-tip_1979_peak-S20260830:3,"{""step"": 3}"
edge:0364,decision:C3-tip_1979_peak-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0365,decision:C3-tip_1979_peak-S20260830:2,NEXT_STEP,decision:C3-tip_1979_peak-S20260830:3,{}
edge:0366,trace:C3-tip_1979_peak-S20260830,HAS_STEP,decision:C3-tip_1979_peak-S20260830:4,"{""step"": 4}"
edge:0367,decision:C3-tip_1979_peak-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0368,decision:C3-tip_1979_peak-S20260830:3,NEXT_STEP,decision:C3-tip_1979_peak-S20260830:4,{}
edge:0369,project:C3-43KG,HAS_CASE,case:C3-goni_2020_landfall-S20260830,{}
edge:0370,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:goni_2020_landfall,{}
edge:0371,case:C3-goni_2020_landfall-S20260830,DERIVED_FROM_AUTHORITY,authority-record:goni_2020_landfall,"{""c3_order"": 12, ""source_case_index"": 15}"
edge:0372,event-library:github43,CONTAINS_EVENT,github-event:goni_2020_landfall,{}
edge:0373,github-event:goni_2020_landfall,MAPPED_TO,case:C3-goni_2020_landfall-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0374,case:C3-goni_2020_landfall-S20260830,EVIDENCED_BY,evidence-bundle:C3-goni_2020_landfall-S20260830,{}
edge:0375,evidence-bundle:C3-goni_2020_landfall-S20260830,BINDS_AUTHORITY,authority-record:goni_2020_landfall,{}
edge:0376,evidence-bundle:C3-goni_2020_landfall-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0377,case:C3-goni_2020_landfall-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0378,case:C3-goni_2020_landfall-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0379,case:C3-goni_2020_landfall-S20260830,HAS_RESPONSE_STATE,response:C3-goni_2020_landfall-S20260830,{}
edge:0380,case:C3-goni_2020_landfall-S20260830,HAS_AGENT_TRACE,trace:C3-goni_2020_landfall-S20260830,{}
edge:0381,legacy-result:goni_2020_landfall,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0382,legacy-result:goni_2020_landfall,PROVENANCE_ONLY,case:C3-goni_2020_landfall-S20260830,"{""numerical_value_transfer"": false}"
edge:0383,trace:C3-goni_2020_landfall-S20260830,HAS_STEP,decision:C3-goni_2020_landfall-S20260830:1,"{""step"": 1}"
edge:0384,decision:C3-goni_2020_landfall-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0385,trace:C3-goni_2020_landfall-S20260830,HAS_STEP,decision:C3-goni_2020_landfall-S20260830:2,"{""step"": 2}"
edge:0386,decision:C3-goni_2020_landfall-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0387,decision:C3-goni_2020_landfall-S20260830:1,NEXT_STEP,decision:C3-goni_2020_landfall-S20260830:2,{}
edge:0388,trace:C3-goni_2020_landfall-S20260830,HAS_STEP,decision:C3-goni_2020_landfall-S20260830:3,"{""step"": 3}"
edge:0389,decision:C3-goni_2020_landfall-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0390,decision:C3-goni_2020_landfall-S20260830:2,NEXT_STEP,decision:C3-goni_2020_landfall-S20260830:3,{}
edge:0391,trace:C3-goni_2020_landfall-S20260830,HAS_STEP,decision:C3-goni_2020_landfall-S20260830:4,"{""step"": 4}"
edge:0392,decision:C3-goni_2020_landfall-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0393,decision:C3-goni_2020_landfall-S20260830:3,NEXT_STEP,decision:C3-goni_2020_landfall-S20260830:4,{}
edge:0394,project:C3-43KG,HAS_CASE,case:C3-lanyu_ryan_1995_gust-S20260830,{}
edge:0395,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:lanyu_ryan_1995_gust,{}
edge:0396,case:C3-lanyu_ryan_1995_gust-S20260830,DERIVED_FROM_AUTHORITY,authority-record:lanyu_ryan_1995_gust,"{""c3_order"": 13, ""source_case_index"": 18}"
edge:0397,event-library:github43,CONTAINS_EVENT,github-event:lanyu_ryan_1995_gust,{}
edge:0398,github-event:lanyu_ryan_1995_gust,MAPPED_TO,case:C3-lanyu_ryan_1995_gust-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0399,case:C3-lanyu_ryan_1995_gust-S20260830,EVIDENCED_BY,evidence-bundle:C3-lanyu_ryan_1995_gust-S20260830,{}
edge:0400,evidence-bundle:C3-lanyu_ryan_1995_gust-S20260830,BINDS_AUTHORITY,authority-record:lanyu_ryan_1995_gust,{}
edge:0401,evidence-bundle:C3-lanyu_ryan_1995_gust-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0402,case:C3-lanyu_ryan_1995_gust-S20260830,IN_GROUP,group:G1_typhoon,{}
edge:0403,case:C3-lanyu_ryan_1995_gust-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0404,case:C3-lanyu_ryan_1995_gust-S20260830,HAS_RESPONSE_STATE,response:C3-lanyu_ryan_1995_gust-S20260830,{}
edge:0405,case:C3-lanyu_ryan_1995_gust-S20260830,HAS_AGENT_TRACE,trace:C3-lanyu_ryan_1995_gust-S20260830,{}
edge:0406,legacy-result:lanyu_ryan_1995_gust,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0407,legacy-result:lanyu_ryan_1995_gust,PROVENANCE_ONLY,case:C3-lanyu_ryan_1995_gust-S20260830,"{""numerical_value_transfer"": false}"
edge:0408,trace:C3-lanyu_ryan_1995_gust-S20260830,HAS_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:1,"{""step"": 1}"
edge:0409,decision:C3-lanyu_ryan_1995_gust-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
edge:0410,trace:C3-lanyu_ryan_1995_gust-S20260830,HAS_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:2,"{""step"": 2}"
edge:0411,decision:C3-lanyu_ryan_1995_gust-S20260830:2,EXECUTED_BY,agent:SolverEvidenceAgent,{}
edge:0412,decision:C3-lanyu_ryan_1995_gust-S20260830:1,NEXT_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:2,{}
edge:0413,trace:C3-lanyu_ryan_1995_gust-S20260830,HAS_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:3,"{""step"": 3}"
edge:0414,decision:C3-lanyu_ryan_1995_gust-S20260830:3,EXECUTED_BY,agent:PhysicsBoundaryAgent,{}
edge:0415,decision:C3-lanyu_ryan_1995_gust-S20260830:2,NEXT_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:3,{}
edge:0416,trace:C3-lanyu_ryan_1995_gust-S20260830,HAS_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:4,"{""step"": 4}"
edge:0417,decision:C3-lanyu_ryan_1995_gust-S20260830:4,EXECUTED_BY,agent:WarningPolicyAgent,{}
edge:0418,decision:C3-lanyu_ryan_1995_gust-S20260830:3,NEXT_STEP,decision:C3-lanyu_ryan_1995_gust-S20260830:4,{}
edge:0419,project:C3-43KG,HAS_CASE,case:C3-ss_cat1-S20260830,{}
edge:0420,authority:I08-GITHUB43,CONTAINS_AUTHORITY_RECORD,authority-record:ss_cat1,{}
edge:0421,case:C3-ss_cat1-S20260830,DERIVED_FROM_AUTHORITY,authority-record:ss_cat1,"{""c3_order"": 14, ""source_case_index"": 6}"
edge:0422,event-library:github43,CONTAINS_EVENT,github-event:ss_cat1,{}
edge:0423,github-event:ss_cat1,MAPPED_TO,case:C3-ss_cat1-S20260830,"{""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE""}"
edge:0424,case:C3-ss_cat1-S20260830,EVIDENCED_BY,evidence-bundle:C3-ss_cat1-S20260830,{}
edge:0425,evidence-bundle:C3-ss_cat1-S20260830,BINDS_AUTHORITY,authority-record:ss_cat1,{}
edge:0426,evidence-bundle:C3-ss_cat1-S20260830,BINDS_MODAL_RUN,run:C3-FT14,{}
edge:0427,case:C3-ss_cat1-S20260830,IN_GROUP,group:G2_hurricane,{}
edge:0428,case:C3-ss_cat1-S20260830,TARGETS_MODEL,model:C3,"{""response_state"": ""NOT_MATERIALIZED""}"
edge:0429,case:C3-ss_cat1-S20260830,HAS_RESPONSE_STATE,response:C3-ss_cat1-S20260830,{}
edge:0430,case:C3-ss_cat1-S20260830,HAS_AGENT_TRACE,trace:C3-ss_cat1-S20260830,{}
edge:0431,legacy-result:ss_cat1,PART_OF_LEGACY_RESULT_SET,legacy:I08-double-mct,{}
edge:0432,legacy-result:ss_cat1,PROVENANCE_ONLY,case:C3-ss_cat1-S20260830,"{""numerical_value_transfer"": false}"
edge:0433,trace:C3-ss_cat1-S20260830,HAS_STEP,decision:C3-ss_cat1-S20260830:1,"{""step"": 1}"
edge:0434,decision:C3-ss_cat1-S20260830:1,EXECUTED_BY,agent:AuthorityAgent,{}
