case_index,github_scenario_id,i08_case_id,name_cn,category,region,confidence,stationarity,U10_sustained_ms,U_deck_ms,Iu,gust3s_ms,qa_status,slack_screen_flag,slack_screen_count,carrying_slack_screen_count,gantry_slack_screen_count,minimum_rope_mean_minus_3p5sigma_kn,linearity_boundary_status,result_interpretation_status,rope_capacity_status,q_relative_frobenius_error,v_relative_frobenius_error,dummy_q_max_abs,dummy_v_max_abs,modal_covariance_trace,stationarity_half_sigma_relative_difference_max,stationarity_half_mean_difference_over_sigma_max,stationarity_diagnostic_is_acceptance_gate,lateral_common_m__mean,lateral_common_m__sigma,lateral_common_m__mean_plus_3p5sigma,lateral_common_m__mean_minus_3p5sigma,vertical_common_m__mean,vertical_common_m__sigma,vertical_common_m__mean_plus_3p5sigma,vertical_common_m__mean_minus_3p5sigma,local_roll_L_deg__mean,local_roll_L_deg__sigma,local_roll_L_deg__mean_plus_3p5sigma,local_roll_L_deg__mean_minus_3p5sigma,local_roll_R_deg__mean,local_roll_R_deg__sigma,local_roll_R_deg__mean_plus_3p5sigma,local_roll_R_deg__mean_minus_3p5sigma,system_roll_deg__mean,system_roll_deg__sigma,system_roll_deg__mean_plus_3p5sigma,system_roll_deg__mean_minus_3p5sigma,critical_carrying_overall__width,critical_carrying_overall__element_id,critical_carrying_overall__mean_tension_per_rope_kn,critical_carrying_overall__sigma_per_rope_kn,critical_carrying_overall__mean_plus_3p5sigma_kn,critical_carrying_overall__mean_minus_3p5sigma_kn,critical_carrying_overall__slack_screen_flag,critical_carrying_overall__capacity_ratio_break_to_peak,critical_carrying_overall__capacity_status,critical_carrying_main_span__width,critical_carrying_main_span__element_id,critical_carrying_main_span__mean_tension_per_rope_kn,critical_carrying_main_span__sigma_per_rope_kn,critical_carrying_main_span__mean_plus_3p5sigma_kn,critical_carrying_main_span__mean_minus_3p5sigma_kn,critical_carrying_main_span__slack_screen_flag,critical_carrying_main_span__capacity_ratio_break_to_peak,critical_carrying_main_span__capacity_status,critical_gantry__width,critical_gantry__element_id,critical_gantry__mean_tension_per_rope_kn,critical_gantry__sigma_per_rope_kn,critical_gantry__mean_plus_3p5sigma_kn,critical_gantry__mean_minus_3p5sigma_kn,critical_gantry__slack_screen_flag,critical_gantry__capacity_ratio_break_to_peak,critical_gantry__capacity_status
29,bridge_creek_1999_ref,I08-bridge_creek_1999_ref-S20260805,Bridge Creek龙卷多普勒纪录,tornado,美国俄克拉荷马,C,reference_only,95.1,116.10616832487534,0.25,135.0,PASS,True,1024,596,428,-736.5003995166187,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.705776424224608e-07,1.3899216905704098e-07,2.935216e-12,7.163771e-12,588597229104.1912,0.38629079342003114,0.05412576628372646,False,319.9978467305287,735.0996376195301,2892.846578398884,-2252.850884937827,-1.6111039911637959,22.599972570251285,77.4888000047157,-80.7110079870433,24.061426660583365,22.320496318361315,102.18316377484797,-54.06031045368124,24.061404433497902,22.38471738761669,102.40791529015631,-54.285106423160514,4.843935118836689,11.535862510220817,45.219453904609544,-35.531583666936164,R,166,681.4658205931166,361.43188388187286,1946.4774141796718,-583.5457729934385,True,1.222721611184496,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,166,681.4658205931166,361.43188388187286,1946.4774141796718,-583.5457729934385,True,1.222721611184496,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,555.1008344172634,368.12083290425875,1843.5237495821689,-733.3220807476422,True,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
30,dongfangzhixing_2015_downburst,I08-dongfangzhixing_2015_downburst-S20260805,东方之星下击暴流(EF1),downburst,中国湖北监利,A,reference_only,30.6,37.35908255248356,0.22,43.5,PASS,False,0,0,0,63.12940223832381,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,7.728413847699753e-08,1.7725720030808033e-07,1.427153e-13,3.15123e-13,2879831811.3298388,0.34330922984129697,0.11463359038408526,False,33.13056749877521,51.464839685935786,213.25750639955046,-146.99637140200005,-0.16680358968711134,1.511478127247958,5.123369855680742,-5.4569770350549645,2.491169013292095,1.369032947765782,7.282784330472333,-2.3004463038881426,2.4911667120392518,1.372059140403336,7.2933737034509285,-2.3110402793724245,0.501510622818188,1.0495760746999983,4.175026884268182,-3.1720056386318056,L,2,982.7687499999984,5.127740469150157e-12,982.7687500000163,982.7687499999804,False,2.4217294251572006,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,687.276928707447,25.059423418682677,774.9849106728363,599.5689467420577,False,3.0710275351473633,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.6878857182764,25.56035200252479,647.1491177271132,468.2266537094397,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
31,andrews_afb_1983_microburst,I08-andrews_afb_1983_microburst-S20260805,Andrews基地微下击暴流,downburst,美国马里兰,C,reference_only,46.9,57.259508879460085,0.22,66.6,PASS,False,0,0,0,15.084989903950941,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.6195179354463005e-07,8.334729282486681e-08,4.294384e-13,1.007763e-12,20911201096.68843,0.35579232213904455,0.09600163196424284,False,77.82725402193694,138.64010427915525,563.0676189989804,-407.41311095510645,-0.3918395103503643,4.213407511195924,14.35508677883537,-15.138765799536097,5.852023018206057,3.6018586683576594,18.458528357457865,-6.75448232104575,5.852017612316478,3.612294891499603,18.49504973256509,-6.7910145079321325,1.178102205409367,2.448230463335119,9.746908827082283,-7.390704416263549,L,2,982.7687499999963,1.460834586697434e-11,982.7687500000475,982.7687499999452,False,2.4217294251571237,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.9085262657394,67.50375826213097,923.1716801831979,450.645372348281,False,2.578068685477552,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.2847981952574,68.9255101917484,798.5240838663768,316.04551252413796,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
32,midwest_derecho_2020,I08-midwest_derecho_2020-S20260805,2020美国中西部derecho,derecho,美国爱荷华,C,reference_only,44.1,53.84103073740277,0.2,62.6,PASS,False,0,0,0,31.474503117120307,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,REFERENCE_ONLY_STATIONARY_SURROGATE,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.856949907588567e-07,9.996495347599622e-08,3.319879e-13,7.755436e-13,13060856329.07237,0.34407326786962966,0.09892544596456199,False,68.81184477903052,109.57410596057028,452.3212156410265,-314.69752608296545,-0.3464493242549777,3.3171495210217357,11.263573999321096,-11.956472647831053,5.174132180721731,2.8384520763436725,15.108714447924585,-4.760450086481123,5.174127401043464,2.8464803925263635,15.136808774885736,-4.788553972798809,1.0416323576007518,1.969250203386254,7.9340080694526405,-5.850743354251137,L,2,982.7687499999968,1.1451446664631136e-11,982.7687500000369,982.7687499999566,False,2.42172942515715,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.9828337600177,53.33389596739257,873.6514696458917,500.3141978741437,False,2.724198473522469,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.3661017383923,54.450193178403524,747.9417778628047,366.79042561398,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
33,great_storm_1987,I08-great_storm_1987-S20260805,1987英吉利大风暴,extratropical_storm,英国/法国,C,stationary_ok,35.2,42.975153785863434,0.15,50.0,PASS,False,0,0,0,65.62018481331961,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,6.85974633411846e-08,1.8266191015628098e-07,1.383863e-13,3.14866e-13,2591814127.9814043,0.3410692584862265,0.10882449497488908,False,43.840081115898194,48.819806897768444,214.70940525808774,-127.02924302629137,-0.2207231404224,1.45239358923096,4.86265442188596,-5.304100702730761,3.2964437334245775,1.2745650165589053,7.757421291380746,-1.1645338245315906,3.2964406882877464,1.277727018428682,7.768485252788134,-1.1756038762126408,0.6636248046655645,0.9448942161807241,3.9707545612980986,-2.6435049519669698,L,2,982.7687499999979,4.951080810538201e-12,982.7687500000152,982.7687499999806,False,2.4217294251572032,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,703.6531848664697,19.267596409999207,771.089772301467,636.2165974314725,False,3.0865407446611934,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,574.3379937931087,19.789725681080167,643.6020336768893,505.0739539093281,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
34,lothar_1999,I08-lothar_1999-S20260805,1999洛塔尔风暴,extratropical_storm,法国/德国/瑞士,C,stationary_ok,33.0,40.28920667424697,0.16,58.9,PASS,False,0,0,0,67.65179244744087,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,5.945687699828211e-08,1.8932552920293683e-07,1.254755e-13,2.816112e-13,2177739439.365474,0.34211811323317776,0.11151372332570136,False,38.531321293269876,44.75211518580098,195.16372444357333,-118.10108185703356,-0.19399494763687505,1.3237067841253796,4.438978796801954,-4.826968692075703,2.897265000080196,1.1770488801377277,7.0169360805622425,-1.2224060804018513,2.8972623236904016,1.1798266681408096,7.026655662183236,-1.2321310148024325,0.5832639884755936,0.8868705458161146,3.6873108988319947,-2.5207829218808078,L,2,982.7687499999981,4.5009846916052755e-12,982.7687500000139,982.7687499999823,False,2.4217294251572064,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,701.7031898240456,17.710894072119416,763.6913190764635,639.7150605716276,False,3.11644239046497,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,572.3579502738911,18.189904332164154,636.0226154364657,508.6932851113166,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
35,bora_adriatic,I08-bora_adriatic-S20260805,亚得里亚海布拉风,foehn_bora,克罗地亚,C,stationary_ok,48.6,59.335013465709174,0.18,69.0,PASS,False,0,0,0,24.765075890712396,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.7363276146962996e-07,9.176341767566594e-08,3.858066e-13,9.076763e-13,16445633481.071613,0.36201836116410907,0.09425448020687131,False,83.57156991905578,122.94506982720296,513.8793143142661,-346.7361744761546,-0.4207606120481115,3.7441165757116095,12.683647402942523,-13.525168627038745,6.283952286124353,3.2026112479680204,17.493091654012424,-4.925187081763718,6.2839464812339605,3.211999991897988,17.52594645287692,-4.9580534904089975,1.265056207731692,2.1503646148669944,8.791332359766173,-6.2612199443027885,L,2,982.7687499999961,1.3015443845129863e-11,982.7687500000417,982.7687499999505,False,2.421729425157138,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.8611800267438,59.87540329910229,896.4250915736018,477.2972684798858,False,2.654990386114809,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.2329943089625,61.14076037089246,771.2256556070861,343.24033301083887,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
36,mistral_strong,I08-mistral_strong-S20260805,密史脱拉强事件,foehn_bora,法国罗讷河谷,C,stationary_ok,28.0,34.18478142057319,0.16,40.0,PASS,False,0,0,0,75.55970514825948,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,8.497124013814971e-08,1.5875724786715183e-07,8.308949e-14,1.799338e-13,996558376.8684092,0.34465703564840333,0.11831337869560819,False,27.739720747404576,30.2756517186609,133.7045017627177,-78.22506026790857,-0.13966211106272725,0.881443632726427,2.945390603479767,-3.224714825605222,2.085817961490242,0.818936619372489,4.952096129293953,-0.7804602063134691,2.085816034686203,0.8205963725492449,4.95790333860856,-0.786271269236154,0.4199072240265062,0.6393561748168008,2.6576538358853092,-1.817839387832297,L,2,982.7687499999987,2.9852038163579187e-12,982.7687500000092,982.7687499999882,False,2.4217294251572183,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,697.7392569532155,12.092132668126467,740.0617212916582,655.4167926147729,False,3.2159479831575326,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,568.3329351221892,12.416610641208734,611.7910723664197,524.8747978779586,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,巴塔哥尼亚西风带强事件,extratropical_storm,阿根廷/智利,C,stationary_ok,28.0,34.18478142057319,0.15,42.0,PASS,False,0,0,0,76.71738293478506,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,9.06843019945819e-08,1.473623236182683e-07,7.78964e-14,1.686879e-13,875881382.6104634,0.3446570477599199,0.11831337754712687,False,27.739720747404576,28.383423429929444,127.08170275215763,-71.60226125734847,-0.13966211106272725,0.8263534118236414,2.7525748303200177,-3.0318990524454725,2.085817961490242,0.7677530821093855,4.772953748873091,-0.6013178258926071,2.085816034686203,0.7693091008805871,4.778397887768258,-0.6067658183958518,0.4199072240265062,0.5993964144310158,2.517794674535061,-1.6779802264820487,L,2,982.7687499999987,2.7986285818501688e-12,982.7687500000085,982.7687499999889,False,2.4217294251572197,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,697.7392569532155,11.336374397683628,737.4165673451082,658.0619465613229,False,3.2274837661548887,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,568.3329351221892,11.640572500061472,609.0749388724043,527.590931371974,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,新疆百里风区(十三间房),local_record,中国新疆兰新线,A,stationary_ok,30.0,36.626551522042696,0.16,60.0,PASS,False,0,0,0,72.58723656572737,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,7.337814512750372e-08,1.7794454454292693e-07,9.876285e-14,2.171343e-13,1386209806.0799608,0.343614894937838,0.11545140671615874,False,31.844067184520554,35.70633875872429,156.8162528400556,-93.12811847101447,-0.16032640300568188,1.0466567189033433,3.50297211315602,-3.8236249191673832,2.3944338843637976,0.9530920050643414,5.7302559020889925,-0.9413881333613974,2.394431672471407,0.9551603210322753,5.7374927960843705,-0.9486294511415565,0.4820363541120607,0.7338121224112536,3.050378782551448,-2.086306074327327,L,2,982.7687499999985,3.549135229806795e-12,982.7687500000109,982.7687499999861,False,2.421729425157214,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,699.2468510942525,14.200918603115747,748.9500662051577,649.5436359833474,False,3.1777819475458244,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,569.8637605569348,14.583427437975843,620.9057565898503,518.8217645240194,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
39,cape_denison_katabatic,I08-cape_denison_katabatic-S20260805,南极联邦湾下降风,katabatic,南极Cape Denison,C,stationary_ok,19.4,23.685169984254276,0.15,90.0,PASS,False,0,0,0,85.97303992754144,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.8027285537214768e-07,9.567380963071009e-08,3.130251e-14,6.262432e-14,144899370.35636303,0.3495210321353782,0.13478081302980682,False,13.316481250629062,11.544596006529124,53.722567273481,-27.089604772222877,-0.06704493892802041,0.32412452676186987,1.0673909047385242,-1.2014807825945648,1.0012990407990656,0.34436961788525283,2.2065927033974506,-0.20399462179931938,1.0012981158348204,0.34479093267035504,2.208066380181063,-0.2054701485114223,0.20157689137068366,0.2831463726206861,1.192589195543085,-0.7894354128017176,L,2,982.7687499999994,1.101655863719117e-12,982.7687500000033,982.7687499999955,False,2.4217294251572326,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,692.4413631975921,4.761048019987852,709.1050312675495,675.7776951276346,False,3.356343411843614,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1062,592.2499999999998,7.059594976818112e-13,592.2500000000023,592.2499999999973,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
40,thule_1972_gust,I08-thule_1972_gust-S20260805,图勒基地1972阵风,katabatic,格陵兰,C,stationary_ok,65.1,79.47961680283265,0.15,92.5,PASS,True,3,3,0,-16.166633444148843,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.2386208113124527e-07,6.617093268146517e-08,6.863383e-13,1.644839e-12,41863529507.36596,0.39456003808922985,0.07817974512293813,False,149.9505279651888,196.10418522378427,836.3151762484338,-536.4141203180561,-0.754960999113455,6.039352674726195,20.382773362428228,-21.892695360655136,11.275149718080689,5.351312480688172,30.00474340048929,-7.454443964327913,11.275139302500609,5.367631812425387,30.061850645989463,-7.511572040988245,2.2698609878782823,3.2223617203025263,13.548127008937124,-9.00840503318056,R,160,686.3140663115126,95.74429949304684,1021.4191145371766,351.2090180858487,False,2.3300915032106295,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.3140663115126,95.74429949304684,1021.4191145371766,351.2090180858487,False,2.3300915032106295,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,556.6343698501778,97.80949729825578,898.9676103940731,214.30112930628258,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
41,piteraq_tasiilaq,I08-piteraq_tasiilaq-S20260805,格陵兰皮特拉克风暴,katabatic,格陵兰东岸,C,stationary_ok,45.0,54.93982728306405,0.16,80.0,PASS,False,0,0,0,42.174489869376146,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.9416478856763938e-07,1.1722800490581947e-07,2.801122e-13,6.553493e-13,9165534709.111498,0.3480451211261111,0.09797878457369204,False,71.64915116517129,91.78964065033738,392.91289344135214,-249.61459111100953,-0.3607344067627842,2.782429012000383,9.377767135238557,-10.099235948764125,5.387476239818547,2.379462234654456,13.715594061109144,-2.9406415814720503,5.3874712630606645,2.38624951962593,13.73934458175142,-2.9644020556300905,1.0845817967521374,1.6399216448501268,6.824307553727581,-4.655143960223307,L,2,982.7687499999967,9.618750719828927e-12,982.7687500000303,982.768749999963,False,2.421729425157166,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.9594478967282,44.68196699636377,843.3463323840014,530.572563409455,False,2.8220908879417683,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,557.3405140966184,45.61915301100521,717.0075496351367,397.6734785581002,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
42,barrow_olivia_1996,I08-barrow_olivia_1996-S20260805,巴罗岛奥利维亚(世界阵风纪录),local_record,澳大利亚西北,A,stationary_ok,48.9,59.701278980929594,0.12,113.2,PASS,False,0,0,0,46.72919727163022,LINEAR_ROM_ONLY_NO_GEOMETRIC_NONLINEARITY_GATE_DEFINED,STATIONARY_LINEAR_ROM_RESULT,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.8410515052908477e-07,1.252484802410945e-07,2.61391e-13,6.152334e-13,7515082728.177049,0.36305038818258817,0.09394812904942042,False,84.60650210255261,83.10943386098306,375.48952061599334,-206.27651641088812,-0.42597122014579586,2.5318428185079442,8.43547864463201,-9.2874210849236,6.361771387366174,2.1660781934638274,13.94304506448957,-1.219502289757222,6.361765510589278,2.1724400754797673,13.965305774768463,-1.2417747535899082,1.2807223892403337,1.4512787550977253,6.360198032082373,-3.798753253601705,L,2,982.768749999996,8.805372755220239e-12,982.7687500000268,982.7687499999652,False,2.421729425157175,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,160,718.6273636723197,32.569880915350446,832.6219468760462,604.6327804685932,False,2.8584401467312204,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,L,1066,589.54291742372,33.45072893002536,706.6204686788088,472.46536616863125,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
43,mt_washington_1934,I08-mt_washington_1934-S20260805,华盛顿山1934阵风,local_record,美国新罕布什尔(1917 m山顶),A,stationary_ok,72.7,88.75834318841682,0.15,103.3,PASS,True,4,4,0,-45.84529790532636,LINEAR_TENSION_ONLY_BOUNDARY_CROSSED_STATISTICAL_SLACK,LINEAR_BOUNDARY_FLAGGED,CARRYING_EVALUATED_GANTRY_NOT_EVALUATED,1.0123986646408807e-07,1.0591692701136055e-07,9.083949e-13,2.1901e-12,67640597017.92454,0.3975595014921467,0.07136681661385479,False,187.0056998329718,249.24682331465303,1059.3695814342573,-685.3581817683138,-0.9415239272687781,7.686988372811861,25.962935377572734,-27.845983232110292,14.06141940521015,6.988210792030716,38.52015717731766,-10.397318366897357,14.061406415773783,7.009366995966854,38.59419090165777,-10.471378070110203,2.83077991336104,4.028124360753166,16.929215175997122,-11.26765534927504,R,160,686.0086473452338,121.82574180700313,1112.3987436697448,259.6185510207229,False,2.1395205752826594,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,160,686.0086473452338,121.82574180700313,1112.3987436697448,259.6185510207229,False,2.1395205752826594,EVALUATED_DOCUMENTED_2380_KN_PER_PHYSICAL_ROPE,R,1066,556.3001956953333,124.4643134096827,991.9252926292227,120.67509876144385,False,,NOT_EVALUATED_GANTRY_BREAK_FORCE_UNAVAILABLE
